GEOID,Total_HH,year,No_Vehicle_Avail,pct_no_veh_avail,No_Vehicle_Score,no_walkshed,Walkability_Score,Availability,pop_below_185,total_pop,pct_below_185,Access,obesity_crudeprev,chd_crudeprev,diabetes_crudeprev,obesity_norm,chd_norm,diabetes_norm,Utilization,HFPA,Priority.Area,Priority.Class
42003111300,1454,2018,318,4.572327044,0.302054602,95.97,9.597,1.702591559,1039,3052,0.340432503,3.404325033,35.2,5.5,12.1,5.28125,2.211055276,4.434782609,4.308971597,9.415888189,Not Anomalous,0
42003130200,499,2018,89,5.606741573,0.398118177,100,10,1.995289897,988,1492,0.662198391,6.621983914,45.5,8.1,19.6,8.5,3.51758794,7.695652174,7.717961549,16.33523536,1 SD Above Mean,1
42003140800,1956,2018,316,6.189873418,0.452272221,54.37,5.437,1.56812119,1257,4544,0.276628521,2.766285211,22.5,4.3,6.3,1.3125,1.608040201,1.913043478,1.203241854,5.537648256,1 SD Below Mean,0
42003070300,1117,2018,111,10.06306306,0.811965975,63.73,6.373,2.274787718,605,2162,0.279833488,2.798334875,20.1,3.8,5.3,0.5625,1.35678392,1.47826087,0.574504835,5.647627427,1 SD Below Mean,0
42003180700,1010,2018,122,8.278688525,0.646255428,100,10,2.54215544,875,2176,0.402113971,4.021139706,30.4,5.3,8,3.78125,2.110552764,2.652173913,2.827753176,9.391048321,Not Anomalous,0
42003300100,1445,2018,161,8.97515528,0.710934611,92.26,9.226,2.56107062,2176,3709,0.586681046,5.866810461,40.5,7.9,14.5,6.9375,3.417085427,5.47826087,6.019019229,14.44690031,1 SD Above Mean,1
42003980900,0,2018,0,NA,NA,NA,NA,NA,0,1652,0,0,40.1,4.1,8.4,6.8125,1.507537688,2.826086957,3.967044576,NA,Not Anomalous,0
42003010300,320,2018,86,3.720930233,0.22298744,100,10,1.493276397,540,6668,0.080983803,0.809838032,29.4,2.4,4.9,3.46875,0.653266332,1.304347826,1.462777326,3.765891755,1 SD Below Mean,0
42003040400,1193,2018,322,3.704968944,0.221505153,90.43,9.043,1.415298945,948,1978,0.479271992,4.792719919,18.7,6.4,7.4,0.125,2.663316583,2.391304348,1.354746407,7.562765271,Not Anomalous,0
42003101700,672,2018,101,6.653465347,0.495324883,14.87,1.487,0.858223805,584,1486,0.393001346,3.930013459,41.8,7.5,16.7,7.34375,3.216080402,6.434782609,6.527672404,11.31590967,Not Anomalous,0
42003981000,0,2018,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Anomalous,0
42003191500,887,2018,115,7.713043478,0.593725341,100,10,2.436647986,580,1657,0.350030175,3.50030175,28.5,5.5,8,3.1875,2.211055276,2.652173913,2.611795964,8.5487457,Not Anomalous,0
42003191900,1002,2018,107,9.364485981,0.747090811,73.91,7.391,2.349840034,399,2058,0.193877551,1.93877551,28.6,5.9,8.3,3.21875,2.412060302,2.782608696,2.77059146,7.059207005,Not Anomalous,0
42003980000,0,2018,0,NA,NA,NA,NA,NA,0,0,NA,NA,23.2,4.1,6.4,1.53125,1.507537688,1.956521739,1.274049801,NA,Not Anomalous,0
42003140100,909,2018,157,5.789808917,0.415119199,99.46,9.946,2.031938865,544,5452,0.099779897,0.997798973,18.3,3.1,4.4,0,1.005025126,1.086956522,0.002893659,3.032631497,1 SD Below Mean,0
42003270300,881,2018,30,29.36666667,2.60464495,100,10,5.10357223,641,2038,0.314524043,3.145240432,34.7,8.6,13,5.125,3.768844221,4.826086957,5.093927323,13.34273998,Not Anomalous,0
42003070500,1704,2018,284,6,0.434639136,14.24,1.424,0.786718584,1140,3119,0.365501763,3.655017634,20.7,2.2,3.7,0.75,0.552763819,0.782608696,0,4.441736218,1 SD Below Mean,0
42003140300,1488,2018,53,28.0754717,2.484734797,72.05,7.205,4.231136279,522,3571,0.146177541,1.461775413,21.6,4.5,6.2,1.03125,1.708542714,1.869565217,1.105069702,6.797981394,Not Anomalous,0
42003981800,8,2018,0,NA,NA,100,10,NA,29,226,0.128318584,1.283185841,33.5,21,21.6,4.75,10,8.565217391,9.295005509,NA,Not Anomalous,0
42003210700,1095,2018,140,7.821428571,0.603790802,100,10,2.457215502,676,1994,0.339017051,3.390170512,39.9,6.4,15.1,6.75,2.663316583,5.739130435,5.721121855,11.56850787,Not Anomalous,0
42003290100,916,2018,70,13.08571429,1.092672283,57.39,5.739,2.504165776,1010,2129,0.474401127,4.744011273,33.7,7.8,11.3,4.8125,3.366834171,4.086956522,4.457483844,11.70566089,Not Anomalous,0
42003290400,1837,2018,180,10.20555556,0.825198908,84.45,8.445,2.639849386,1497,4301,0.348058591,3.48058591,31,7.2,10.1,3.96875,3.065326633,3.565217391,3.727627206,9.848062502,Not Anomalous,0
42003310200,1424,2018,119,11.96638655,0.988723024,100,10,3.144396642,882,3381,0.260869565,2.608695652,28.9,6.9,9.4,3.3125,2.914572864,3.260869565,3.241047146,8.99413944,Not Anomalous,0
42003320600,992,2018,24,41.33333333,3.715960339,100,10,6.095867731,435,2140,0.203271028,2.03271028,29.3,6.4,8.9,3.4375,2.663316583,3.043478261,3.090588854,11.21916686,Not Anomalous,0
42003982200,11,2018,4,2.75,0.132819497,100,10,1.152473416,10,4619,0.002164971,0.021649708,25.5,1.1,1.9,2.25,0,0,0.072078406,1.24620153,1 SD Below Mean,0
42003101400,1557,2018,151,10.31125828,0.835015265,100,10,2.889663068,591,3139,0.188276521,1.882765212,28.5,5.8,8.5,3.1875,2.361809045,2.869565217,2.772979924,7.545408204,Not Anomalous,0
42003110600,1135,2018,102,11.12745098,0.910813107,92.27,9.227,2.898977843,539,2460,0.219105691,2.191056911,28.5,5.5,8.9,3.1875,2.211055276,3.043478261,2.783119687,7.873154441,Not Anomalous,0
42003130100,732,2018,156,4.692307692,0.313196915,100,10,1.769737028,1299,1626,0.798892989,7.988929889,48.6,9.7,21.9,9.46875,4.32160804,8.695652174,8.931955976,18.69062289,1 SD Above Mean,1
42003130400,407,2018,69,5.898550725,0.425217788,83.99,8.399,1.889815916,633,985,0.642639594,6.426395939,46.6,9.3,21.2,8.84375,4.120603015,8.391304348,8.437056647,16.7532685,1 SD Above Mean,1
42003140400,988,2018,36,27.44444444,2.426132822,98.68,9.868,4.892962159,276,2321,0.118914261,1.189142611,23.2,4.9,7,1.53125,1.909547739,2.217391304,1.564276588,7.646381358,Not Anomalous,0
42003141100,614,2018,41,14.97560976,1.268182304,100,10,3.561154734,335,1309,0.25592055,2.5592055,26.4,6.3,8.6,2.53125,2.613065327,2.913043478,2.61469859,8.735058825,Not Anomalous,0
42003141400,2446,2018,142,17.22535211,1.477110435,86.71,8.671,3.578830058,1069,5307,0.201432071,2.014320708,23,5.8,7.5,1.46875,2.361809045,2.434782609,1.830104572,7.423255339,Not Anomalous,0
42003170200,1861,2018,388,4.796391753,0.32286295,55.71,5.571,1.341144844,1391,3340,0.416467066,4.164670659,24.5,3.9,5.3,1.9375,1.407035176,1.47826087,1.198518734,6.704334237,Not Anomalous,0
42003191600,1898,2018,162,11.71604938,0.965474817,92,9.2,2.980330235,1259,4209,0.299120931,2.991209313,31.1,6.4,9.4,4,2.663316583,3.260869565,3.432046552,9.403586101,Not Anomalous,0
42003191800,2368,2018,189,12.52910053,1.04098091,61.97,6.197,2.539873756,1601,5459,0.293277157,2.93277157,28.1,6.3,8.6,3.0625,2.613065327,2.913043478,2.847294339,8.319939666,Not Anomalous,0
42003050100,1005,2018,121,8.305785124,0.648771824,100,10,2.547099966,1390,1986,0.699899295,6.998992951,47.1,10.7,23.8,9,4.824120603,9.52173913,9.308421563,18.85451448,1 SD Above Mean,1
42003080200,901,2018,258,3.492248062,0.20175028,43.46,4.346,0.936379579,695,1645,0.422492401,4.224924012,27.2,5.8,7.9,2.78125,2.361809045,2.608695652,2.480896771,7.642200362,Not Anomalous,0
42003101600,407,2018,58,7.017241379,0.529107883,75.37,7.537,1.996969232,713,1159,0.615185505,6.151855047,47.6,7.8,19,9.15625,3.366834171,7.434782609,7.82506578,15.97389006,1 SD Above Mean,1
42003090100,1060,2018,140,7.571428571,0.580573907,100,10,2.40951013,362,1830,0.197814208,1.978142077,26.8,5.4,7.6,2.65625,2.16080402,2.47826087,2.281054966,6.668707173,Not Anomalous,0
42003241200,383,2018,62,6.177419355,0.451115643,100,10,2.123948311,235,776,0.302835052,3.028350515,33.7,7.6,11.2,4.8125,3.266331658,4.043478261,4.394445132,9.546743958,Not Anomalous,0
42003271500,1103,2018,187,5.898395722,0.425203393,63.67,6.367,1.645378377,1724,3066,0.562296151,5.622961513,37.6,7.7,13,6.03125,3.316582915,4.826086957,5.292695963,12.56103585,Not Anomalous,0
42003260200,927,2018,109,8.504587156,0.667234087,100,10,2.583087469,693,1949,0.355566957,3.555669574,32.3,6.4,10.3,4.375,2.663316583,3.652173913,3.76755551,9.906312554,Not Anomalous,0
42003261200,488,2018,8,61,5.542356102,100,10,7.444700197,122,1052,0.115969582,1.159695817,28,6.3,9.1,3.03125,2.613065327,3.130434783,2.928792083,11.5331881,Not Anomalous,0
42003261400,959,2018,81,11.83950617,0.97693995,100,10,3.125603862,851,2069,0.411309812,4.113098115,41.9,9.2,18.1,7.375,4.070351759,7.043478261,7.181881392,14.42058337,1 SD Above Mean,1
42003261500,763,2018,75,10.17333333,0.822206509,78.87,7.887,2.546515803,722,1661,0.434677905,4.346779049,38.2,6.4,13.6,6.21875,2.663316583,5.086956522,5.202986567,12.09628142,Not Anomalous,0
42003270400,446,2018,28,15.92857143,1.35668155,20.56,2.056,1.670130913,375,1001,0.374625375,3.746253746,35.4,6.9,12.3,5.34375,2.914572864,4.52173913,4.682426943,10.0988116,Not Anomalous,0
42003270800,1148,2018,34,33.76470588,3.013080214,86.74,8.674,5.112284986,765,2471,0.309591259,3.095912586,29.8,7,10.1,3.59375,2.964824121,3.565217391,3.519439228,11.7276368,Not Anomalous,0
42003040500,1157,2018,421,2.748218527,0.132654056,57.1,5.71,0.870318713,2445,3377,0.724015398,7.240153983,25.3,2.5,3.8,2.1875,0.703517588,0.826086957,0.714416817,8.824889513,Not Anomalous,0
42003561600,906,2018,157,5.770700637,0.413344659,100,10,2.033087945,964,2199,0.438381082,4.383810823,34.4,6.8,10.9,5.03125,2.864321608,3.913043478,4.257100973,10.67399974,Not Anomalous,0
42003562900,797,2018,154,5.175324675,0.358053534,97.84,9.784,1.871682605,1023,1840,0.555978261,5.559782609,34.7,7.5,11.9,5.125,3.216080402,4.347826087,4.642516574,12.07398179,Not Anomalous,0
42003563100,1746,2018,103,16.95145631,1.451674395,71.19,7.119,3.214727051,803,3763,0.213393569,2.13393569,28.5,6.9,9.4,3.1875,2.914572864,3.260869565,3.186318734,8.534981475,Not Anomalous,0
42003151600,1158,2018,60,19.3,1.669777966,100,10,4.086291676,306,2615,0.117017208,1.170172084,26.2,5.6,7.6,2.46875,2.261306533,2.47826087,2.242965091,7.499428852,Not Anomalous,0
42003151700,2490,2018,352,7.073863636,0.534366255,36.47,3.647,1.396006351,1077,5521,0.195073356,1.950733563,25.2,5,7.2,2.15625,1.959798995,2.304347826,1.897991956,5.24473187,1 SD Below Mean,0
42003170600,826,2018,56,14.75,1.247230472,98.49,9.849,3.504849914,710,1744,0.407110092,4.071100917,27.3,5.4,7.5,2.8125,2.16080402,2.434782609,2.330429511,9.906380342,Not Anomalous,0
42003110200,1990,2018,251,7.928286853,0.613714472,70.61,7.061,2.081691113,880,4066,0.216428923,2.164289228,30.5,5,8.9,3.8125,1.959798995,3.043478261,2.946754887,7.192735228,Not Anomalous,0
42003561700,328,2018,74,4.432432432,0.289062928,100,10,1.700185072,428,914,0.468271335,4.682713348,40.4,8.5,15,6.90625,3.718592965,5.695652174,6.232525201,12.61542362,Not Anomalous,0
42003562300,1385,2018,169,8.195266272,0.638508205,87.25,8.725,2.360293221,2025,3266,0.620024495,6.200244948,41,10.4,18.1,7.09375,4.673366834,7.043478261,7.322758924,15.88329709,1 SD Above Mean,1
42003562500,1077,2018,119,9.050420168,0.717924279,100,10,2.679410904,1704,2597,0.656141702,6.56141702,38,7.1,12.8,6.15625,3.015075377,4.739130435,5.177344207,14.41817213,1 SD Above Mean,1
42003563000,1342,2018,38,35.31578947,3.157125596,100,10,5.61883048,612,3113,0.196594925,1.965949245,30.5,6,10.4,3.8125,2.462311558,3.695652174,3.452308141,11.03708787,Not Anomalous,0
42003980300,0,2018,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Anomalous,0
42003980500,9,2018,0,NA,NA,NA,NA,NA,9,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,Not Anomalous,0
42003111400,597,2018,96,6.21875,0.45495392,37.68,3.768,1.309299954,657,1382,0.475397974,4.75397974,40.6,6.8,16,6.96875,2.864321608,6.130434783,6.076225784,12.13950548,Not Anomalous,0
42003120700,372,2018,11,33.81818182,3.018046395,100,10,5.493674904,569,878,0.648063781,6.480637813,44.2,10.1,22.3,8.09375,4.522613065,8.869565217,8.494092811,20.46840553,1 SD Above Mean,1
42003020300,712,2018,84,8.476190476,0.664596956,43.82,4.382,1.706535632,102,1020,0.1,1,23.3,2.7,4.8,1.5625,0.804020101,1.260869565,0.675137195,3.381672827,1 SD Below Mean,0
42003030500,1139,2018,144,7.909722222,0.61199042,100,10,2.473844013,1579,2249,0.702089818,7.020898177,43,9.3,20.4,7.71875,4.120603015,8.043478261,7.792213189,17.28695538,1 SD Above Mean,1
42003040900,1399,2018,161,8.689440994,0.684401016,92.71,9.271,2.518944585,2312,3406,0.678802114,6.788021139,29.4,5.1,8.8,3.46875,2.010050251,3,2.799217158,12.10618288,Not Anomalous,0
42003050600,856,2018,29,29.51724138,2.61862846,99.58,9.958,5.106496079,633,2036,0.310903733,3.109037328,36.7,8.7,16.7,5.75,3.819095477,6.434782609,6.093901614,14.30943502,1 SD Above Mean,1
42003051100,70,2018,44,1.590909091,0.025177528,100,10,0.501772143,159,170,0.935294118,9.352941176,42.4,4.6,13,7.53125,1.75879397,4.826086957,5.267394386,15.12210771,1 SD Above Mean,1
42003060500,713,2018,111,6.423423423,0.473961446,93.61,9.361,2.106360152,368,1337,0.275243082,2.752430815,30.2,6.6,9.4,3.71875,2.763819095,3.260869565,3.352910369,8.211701337,Not Anomalous,0
42003070600,1262,2018,350,3.605714286,0.212287613,41.33,4.133,0.936688158,515,1999,0.257628814,2.576288144,20.6,3.1,4.6,0.71875,1.005025126,1.173913043,0.355653964,3.868630266,1 SD Below Mean,0
42003080400,844,2018,226,3.734513274,0.224248864,78.78,7.878,1.329147302,781,1576,0.495558376,4.955583756,24.9,3.8,6,2.0625,1.35678392,1.782608696,1.364497559,7.649228617,Not Anomalous,0
42003080600,1117,2018,129,8.658914729,0.681566116,5.25,0.525,0.598182423,487,2136,0.227996255,2.279962547,23.7,3.4,5.4,1.6875,1.155778894,1.52173913,0.998091022,3.876235992,1 SD Below Mean,0
42003090300,908,2018,152,5.973684211,0.432195253,0.27,0.027,0.108024404,697,1804,0.386363636,3.863636364,29.5,6.3,9.3,3.5,2.613065327,3.217391304,3.172095565,7.143756332,Not Anomalous,0
42003130300,648,2018,82,7.902439024,0.611314047,86.33,8.633,2.297275379,623,1150,0.54173913,5.417391304,44.3,10.2,22.3,8.125,4.572864322,8.869565217,8.529776286,16.24444297,1 SD Above Mean,1
42003130600,1463,2018,138,10.60144928,0.861964601,92.27,9.227,2.820167968,1615,2761,0.584932995,5.849329953,45.2,8.8,20,8.40625,3.869346734,7.869565217,7.907068718,16.57656664,1 SD Above Mean,1
42003140200,1025,2018,107,9.579439252,0.767053002,99.16,9.916,2.757915438,671,2482,0.270346495,2.703464948,20.5,3.7,5.5,0.6875,1.306532663,1.565217391,0.645303813,6.106684199,1 SD Below Mean,0
42003141000,436,2018,4,109,10,100,10,10,54,916,0.058951965,0.589519651,23.1,4.3,6.3,1.5,1.608040201,1.913043478,1.285334472,11.87485412,Not Anomalous,0
42003141300,2378,2018,337,7.056379822,0.532742575,41.84,4.184,1.492981894,1800,5232,0.344036697,3.440366972,22.7,5.3,7.2,1.375,2.110552764,2.304347826,1.621943498,6.555292365,Not Anomalous,0
42003191700,1570,2018,110,14.27272727,1.202907308,100,10,3.468295414,556,3530,0.157507082,1.575070822,28.2,6.2,8.6,3.09375,2.56281407,2.913043478,2.838975071,7.882341307,Not Anomalous,0
42003192000,1558,2018,80,19.475,1.686029793,91.96,9.196,3.937604599,1048,3667,0.285792201,2.857922007,29.4,7.2,9.8,3.46875,3.065326633,3.434782609,3.451605652,10.24713226,Not Anomalous,0
42003220600,991,2018,165,6.006060606,0.43520197,96.36,9.636,2.047829628,467,1657,0.281834641,2.818346409,32.1,5.8,10.9,4.3125,2.361809045,3.913043478,3.722398891,8.588574928,Not Anomalous,0
42003240600,1242,2018,238,5.218487395,0.362061951,99.75,9.975,1.900412577,570,2136,0.266853933,2.668539326,28.4,5.3,7.9,3.15625,2.110552764,2.608695652,2.535075148,7.104027051,Not Anomalous,0
42003320400,870,2018,29,30,2.663461085,100,10,5.160873071,539,2087,0.258265453,2.582654528,30.5,8.3,10.8,3.8125,3.618090452,3.869565217,4.034483563,11.77801116,Not Anomalous,0
42003320700,726,2018,0,NA,NA,100,10,NA,488,1629,0.299570289,2.995702885,31.1,8.3,10.9,4,3.618090452,3.913043478,4.135612149,NA,Not Anomalous,0
42003190300,1047,2018,25,41.88,3.76672795,100,10,6.137367473,456,1756,0.259681093,2.596810934,24.8,5.5,7.4,2.03125,2.211055276,2.391304348,1.991342341,10.72552075,Not Anomalous,0
42003191400,1370,2018,256,5.3515625,0.374420314,100,10,1.934994352,830,2615,0.317399618,3.173996176,27.4,5.6,7.8,2.84375,2.261306533,2.565217391,2.445222265,7.554212792,Not Anomalous,0
42003563200,1430,2018,209,6.842105263,0.512843415,53.5,5.35,1.656415489,923,2083,0.443110898,4.431108977,33.6,6.5,11,4.78125,2.713567839,3.956521739,4.100676004,10.18820047,Not Anomalous,0
42003080700,1100,2018,192,5.729166667,0.4094875,0,0,0,736,1783,0.412787437,4.127874369,25.3,3.3,6.2,2.1875,1.105527638,1.869565217,1.347291051,5.47516542,1 SD Below Mean,0
42003562400,1227,2018,124,9.89516129,0.796373344,100,10,2.822008759,832,2535,0.328205128,3.282051282,37.3,7.8,14.8,5.9375,3.366834171,5.608695652,5.616298473,11.72035851,Not Anomalous,0
42003100500,893,2018,115,7.765217391,0.598570606,100,10,2.446570264,346,1871,0.184927846,1.849278461,36.5,7.2,14.9,5.6875,3.065326633,5.652173913,5.39386939,9.689718115,Not Anomalous,0
42003140600,1456,2018,175,8.32,0.650091925,63.13,6.313,2.025840646,526,3158,0.166561115,1.665611146,26,4.9,7.5,2.40625,1.909547739,2.434782609,2.042555316,5.734007108,1 SD Below Mean,0
42003260900,550,2018,162,3.395061728,0.19272482,100,10,1.388253651,1092,1363,0.801173881,8.011738811,50.3,10.5,22.9,10,4.72361809,9.130434783,9.53092239,18.93091485,1 SD Above Mean,1
42003270100,1046,2018,58,18.03448276,1.552252441,67.28,6.728,3.231648871,539,2681,0.201044386,2.010443864,29.4,5.4,8.5,3.46875,2.16080402,2.869565217,2.808113364,8.050206099,Not Anomalous,0
42003281400,1080,2018,244,4.426229508,0.288486877,100,10,1.698490146,1405,2636,0.533004552,5.330045524,36.2,8.1,12.8,5.59375,3.51758794,4.739130435,5.15108007,12.17961574,Not Anomalous,0
42003562800,755,2018,47,16.06382979,1.369242666,96.18,9.618,3.628963484,617,1502,0.410785619,4.107856192,30.1,7.3,10.2,3.6875,3.115577889,3.608695652,3.645525621,11.3823453,Not Anomalous,0
42003160900,1805,2018,64,28.203125,2.49658965,30.46,3.046,2.757646111,1077,3067,0.351157483,3.511574829,25.3,4.5,6.3,2.1875,1.708542714,1.913043478,1.630343478,7.899564418,Not Anomalous,0
42003250900,604,2018,212,2.849056604,0.142018645,100,10,1.191715758,646,1060,0.609433962,6.094339623,36.3,6.3,11.8,5.625,2.613065327,4.304347826,4.578377793,11.86443317,Not Anomalous,0
42003191100,1300,2018,44,29.54545455,2.621248548,100,10,5.119813032,677,2586,0.261794277,2.617942769,26.3,5.9,8,2.5,2.412060302,2.652173913,2.398795186,10.13655099,Not Anomalous,0
42003250700,279,2018,66,4.227272727,0.270010242,99.7,9.97,1.640732189,362,608,0.595394737,5.953947368,43.7,7.2,15.9,7.9375,3.065326633,6.086956522,6.569340491,14.16402005,1 SD Above Mean,1
42003260700,716,2018,64,11.1875,0.916389714,100,10,3.027192947,286,1562,0.183098592,1.830985915,30.2,4.8,8.4,3.71875,1.859296482,2.826086957,2.766525989,7.624704852,Not Anomalous,0
42003290200,1830,2018,229,7.991266376,0.619563228,60.31,6.031,1.933025046,1889,4392,0.430100182,4.301001821,31.7,7.7,10.7,4.1875,3.316582915,3.826086957,4.047624599,10.28165147,Not Anomalous,0
42003050900,816,2018,267,3.056179775,0.161253673,100,10,1.269856971,1109,1292,0.858359133,8.583591331,50.2,10.7,23.4,9.96875,4.824120603,9.347826087,9.656422876,19.50987118,1 SD Above Mean,1
42003040600,918,2018,382,2.403141361,0.100607575,58.76,5.876,0.768875873,1540,2121,0.726072607,7.260726073,24.2,2.8,4,1.84375,0.854271357,0.913043478,0.667989738,8.697591684,Not Anomalous,0
42003101100,1243,2018,105,11.83809524,0.97680892,34.04,3.404,1.823474037,919,2705,0.33974122,3.3974122,29.1,4.9,7.6,3.375,1.909547739,2.47826087,2.485736475,7.706622712,Not Anomalous,0
42003090200,1421,2018,130,10.93076923,0.892547748,56.57,5.657,2.247029731,702,2830,0.248056537,2.480565371,26.8,7.3,9.5,2.65625,3.115577889,3.304347826,3.06076444,7.788359542,Not Anomalous,0
42003120300,780,2018,591,1.319796954,0,100,10,0,976,2139,0.456287985,4.56287985,46.7,9.2,21.6,8.875,4.070351759,8.565217391,8.504881255,13.06776111,Not Anomalous,0
42003040200,631,2018,104,6.067307692,0.440889839,100,10,2.099737695,875,1703,0.513799178,5.137991779,29.3,3.9,8.1,3.4375,1.407035176,2.695652174,2.388266812,9.625996287,Not Anomalous,0
42003120800,252,2018,42,6,0.434639136,63.74,6.374,1.664448814,415,773,0.53686934,5.368693402,46.1,13.6,24.8,8.6875,6.281407035,9.956521739,10,17.03314222,1 SD Above Mean,1
42003140500,983,2018,121,8.123966942,0.631886809,57.33,5.733,1.90331476,388,1814,0.213891951,2.138919515,31.4,4.7,10.5,4.09375,1.809045226,3.739130435,3.308465207,7.350699482,Not Anomalous,0
42003120400,325,2018,98,3.316326531,0.185412873,69.07,6.907,1.131656622,576,753,0.764940239,7.64940239,50.3,10.9,24.9,10,4.924623116,10,9.999647261,18.78070627,1 SD Above Mean,1
42003562600,1070,2018,37,28.91891892,2.5630637,100,10,5.062670935,990,2610,0.379310345,3.793103448,35.2,7.1,11.6,5.28125,3.015075377,4.217391304,4.565813695,13.42158808,Not Anomalous,0
42003561900,1008,2018,230,4.382608696,0.284435918,100,10,1.686522808,1351,2541,0.531680441,5.316804408,46.2,10.9,23.8,8.71875,4.924623116,9.52173913,9.22928538,16.2326126,1 SD Above Mean,1
42003060300,1193,2018,173,6.895953757,0.517844195,87.09,8.709,2.123653713,597,2233,0.267353336,2.673533363,29.5,5.4,8.5,3.5,2.16080402,2.869565217,2.821795467,7.618982543,Not Anomalous,0
42003101800,1179,2018,44,26.79545455,2.3658627,93.55,9.355,4.704534574,404,2479,0.162968939,1.629689391,28.3,6.1,9.2,3.125,2.512562814,3.173913043,2.944871618,9.279095583,Not Anomalous,0
42003980400,0,2018,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Anomalous,0
42003020100,2370,2017,585,4.051282051,0.34619597,100,10,1.860634219,976,4823,0.202363674,2.295468542,26.5,4.1,7,1.926605505,1.650485437,2.231075697,1.879090565,6.035193325,1 SD Below Mean,0
42003051100,82,2017,46,1.782608696,0.084020643,100,10,0.916627749,134,152,0.881578947,10,51.8,7.1,18.6,9.663608563,3.106796117,6.852589641,7.578992089,18.49561984,1 SD Above Mean,1
42003070800,1068,2017,126,8.476190476,0.857552886,9.32,0.932,0.89400184,557,1929,0.288750648,3.275380485,23.9,3.4,5.3,1.131498471,1.310679612,1.553784861,1.131387963,5.300770287,1 SD Below Mean,0
42003080700,1138,2017,245,4.644897959,0.414796169,0,0,0,733,1858,0.394510226,4.47504137,26.7,3.2,6.1,1.987767584,1.213592233,1.87250996,1.576124803,6.051166173,1 SD Below Mean,0
42003130100,777,2017,138,5.630434783,0.528688033,100,10,2.299321712,1449,1804,0.803215078,9.111096403,49.3,9.8,21.6,8.899082569,4.417475728,8.047808765,8.297470334,19.70788845,1 SD Above Mean,1
42003160800,1318,2017,133,9.909774436,1.023222545,79.2,7.92,2.846738934,1081,2849,0.379431379,4.303997737,31.1,5.6,8.1,3.333333333,2.378640777,2.669322709,2.940746126,10.0914828,Not Anomalous,0
42003202200,1156,2017,71,16.28169014,1.759582002,100,10,4.194737181,1259,2897,0.434587504,4.929649303,37.1,7.3,12.5,5.168195719,3.203883495,4.422310757,4.761557573,13.88594406,Not Anomalous,0
42003262000,1208,2017,147,8.217687075,0.827679386,100,10,2.876941754,1184,2635,0.449335863,5.096944122,37.7,9,13.2,5.351681957,4.029126214,4.701195219,5.292817887,13.26670376,Not Anomalous,0
42003281500,674,2017,32,21.0625,2.312068054,100,10,4.808396878,339,1473,0.230142566,2.610572393,32.2,6.2,9.4,3.669724771,2.669902913,3.187250996,3.41340521,10.83237448,Not Anomalous,0
42003310300,397,2017,0,NA,NA,100,10,NA,135,930,0.14516129,1.646605681,30.9,6.6,9.9,3.272171254,2.86407767,3.386454183,3.411682398,NA,Not Anomalous,0
42003562000,1813,2017,539,3.363636364,0.266729381,59.96,5.996,1.264638038,1561,2797,0.558097962,6.330663451,26.8,5.5,8.4,2.018348624,2.330097087,2.788844622,2.427477729,10.02277922,Not Anomalous,0
42003981100,4,2017,0,NA,NA,NA,NA,NA,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Anomalous,0
42003180300,951,2017,186,5.112903226,0.468880391,100,10,2.165364613,1263,2320,0.544396552,6.175244467,40.7,7.7,13.3,6.26911315,3.398058252,4.741035857,5.427407328,13.76801641,Not Anomalous,0
42003202300,1909,2017,32,59.65625,6.772088259,79.51,7.951,7.337906632,667,3810,0.175065617,1.985818937,27.1,5.7,7.9,2.110091743,2.427184466,2.589641434,2.42319803,11.7469236,Not Anomalous,0
42003250300,570,2017,82,6.951219512,0.681322244,100,10,2.610215019,485,1073,0.452003728,5.127206465,40.5,6.4,13.6,6.20795107,2.766990291,4.860557769,5.191111949,12.92853343,Not Anomalous,0
42003561700,344,2017,86,4,0.340269648,100,10,1.844639931,578,940,0.614893617,6.974912671,39.8,7.3,13.4,5.993883792,3.203883495,4.780876494,5.250172434,14.06972504,Not Anomalous,0
42003562700,1205,2017,226,5.331858407,0.494183569,74.18,7.418,1.914641929,735,1858,0.395586652,4.487251578,33,6,10.5,3.914373089,2.572815534,3.625498008,3.655105484,10.05699899,Not Anomalous,0
42003980100,22,2017,0,NA,NA,NA,NA,NA,14,35,0.4,4.537313433,NA,NA,NA,NA,NA,NA,NA,NA,Not Anomalous,0
42003980300,0,2017,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Anomalous,0
42003010300,291,2017,42,6.928571429,0.678704958,100,10,2.605196648,444,6546,0.067827681,0.769388621,29.1,2,4.4,2.721712538,0.631067961,1.195219124,1.359154446,4.733739715,1 SD Below Mean,0
